text,label,keyword_found
아 지금 아니야,-1,
저 새끼 일단 알았다,-1,
"너 누구야, 너 누구야.",-1,
이런 식으로 하면 되는 거네요.,-1,
나 처음 틀렸어!,-1,
너 먼저 가 이새끼야 너 먼저 가 이새끼야 가!,-1,
된다.,-1,
하지마 때려.,-1,
여기 얼려서 미끄러졌어,-1,
2225 가면 맞는 거 같은데?,-1,
화이팅 하나 둘 셋 화이팅 화이팅!,-1,
두명이서 먹어줘,-1,
와 생크림 캐릭 진짜 나 안 돼,-1,
"어, 어, 어!",-1,
체인 아깝게 썼네.,-1,
으흐흐흐흫 으흐흐흐흐흐흐흐흐흐흐흐 이거 잠수함이라고 올라가야돼,-1,
무슨 의미가 있죠?,-1,
누르지 마!,-1,
어 나쁘지 않아 나쁘지 않아 지나갑니다,-1,
아이고 야야..,-1,
스페이스볼 아까 안 나갔어,-1,
그리고 루테가 먹고 루테가 먹고 후추가 선행이 뱉어 후추 선행이 뱉어 한 명씩 해야돼,-1,
니꺼야!,-1,
여유 있다 여유 있어!,-1,
아니 그게 아니고..,-1,
"그렇지, 그렇지.",-1,
ㅎ아 얘기가 이걸 해낸다고!?,-1,
왜그래,-1,
보여주자!,-1,
이거 아니면 다 멈춰볼래?,-1,
x3 말하고 있을 때 시작하는게 어딨어?,-1,
씨발..,-1,
지금 지금 좋다,-1,
찾아야 돼,-1,
아 천천히 천천히 스톱 아 뭐지,-1,
그렇지 그렇지 그렇지 좋다 좋다,-1,
님들 이건데 내가 보기엔 이거는 정말 진짜 수치심 맥스야,-1,
오 제법이네 제법이야,-1,
다음 게임 준비해야 될 것 같아.,-1,
따닥?,-1,
아 완벽했잖아,-1,
얼른 움직인다,-1,
그럼 나는 뭐 어떻게 해?,-1,
와 든든해 라더형이야,-1,
아 리얼 리얼 혜자 세이브래 씨!,-1,
방송공덕바지?,-1,
가서.,-1,
"여기까지 가봐, 여기까지 가봐.",-1,
정답!,-1,
"입에서 안경냄새 뿌쩍뿌쩍뿌쩍 바로, 바로 쪼끄 어?",-1,
그니까요 그니까 이거를 아 어떻게 가야할까 잡았을 때 저거 이제 너무 높아서 안될 때 한번에 못 올라갈 때 중간에 박고 거기서 치는 거 아닐까요?,-1,
방금 협동력.,-1,
아 블랙홀!,-1,
이렇게 가면 된단 말이야.,-1,
워 이거 박빙인데 제발 노랑 설마 제발 노랑 오 По 와아..,-1,
위 깔짝 했어?,-1,
아니 수현이 형 우린 잘하지 않았나?,-1,
선영아 우리 보지 말라고 뒤돌아봐,-1,
다음 턴에 올라와!,-1,
"아니야, 할 수 있어.",-1,
뭐가 좋은데요?,-1,
아 미X. 선행 밑에 자주 뛰면은 그거 해.,-1,
악으로 꽝으로 버텨 봐.,-1,
조금 부딪히더라도 맨 마지막에 있는 내가 올라가야 되나 봐,-1,
야 전달은 머리 위에서 되는 거 아니야,-1,
제가 뛰면 음음음 아!,-1,
콩콩이랑 하기 싫어요,-1,
아우 쒸 공잡아 공잡아 공잡아 공을 넣고 오와아 야,-1,
아니 죄송해요.,-1,
가야 돼,-1,
와 이거 양띵 죽으면 보자 누가 누군가 걱정하는 거지?,-1,
스페이스만 눌렀어요,-1,
아니 후추 형이 안 가.,-1,
개쩔었다,-1,
간다 간다!,-1,
나 진짜 이번에 잘한다.,-1,
어 왜 왜 어어어 갑자기 아 돈 걸렸어,-1,
아 시키 왜 안 던져 너!,-1,
잘해.,-1,
죽으면 빨리 죽어라,-1,
말이 혼자 들어가나요?,-1,
"아, 잘했는데?",-1,
엔씨님 살려,-1,
리즈마..,-1,
핑크 빨리 핑크 빨리 줘도 얘들아!,-1,
나갔나 봐.,-1,
그럼 또 눌렀어야지,-1,
x3 어떻게 올라와 저 콩이?,-1,
아이 바보들아!,-1,
여기여기 어 이때 바뀌었다,-1,
근데 도깨야 그냥 뒤지는 거 재미없으니까.,-1,
노렸지 이 새끼!,-1,
야 덕기야!,-1,
안 올라가지,-1,
나 다리해줄게,-1,
자르지 마요!,-1,
나 뭐해,-1,
뗘도 돼,-1,
맞다,-1,
계단 계단 타고 올라가 계단 만들어 아니야 그냥 올라가면 돼,-1,
빨리 빨리 빨리 빨리 빨리 빨리 빨리 빨리 빨리 야 included 여깄다,-1,
STAR W perdition!,-1,
오와 고릴라 겁나 세!,-1,
S요!,-1,
어디가?,-1,
좀!,-1,
안 바뀌었네,-1,
너 어떡해,-1,
잠시만 저 밑에 버튼은 뭐지?,-1,
이거 내가 그냥 통과할게.,-1,
이거 재미있겠다.,-1,
따닥따닥 자 따닥따닥 아 ㅋㅋㅋㅋㅋㅋ elling 괜찮아,-1,
보라색님!,-1,
깜짝 놀랐어.,-1,
이거 막아둘게 야,-1,
그거 후레쉬 아니야.,-1,
골!,-1,
타이밍보자,-1,
막고 있어!,-1,
어 이건 뭐야?,-1,
윤유!,-1,
으아아아아아잇!,-1,
또 쪽으로 가!,-1,
컴퓨터가 돔 뭐예요,-1,
비 온다!,-1,
한 분 여기 죽으셨어요.,-1,
저 새끼가 문제지.,-1,
잘가 웅 엘리스 잘가,-1,
다 들은 � Under 혹시 몇 개는 돌리지 말까?,-1,
그렇구나.,-1,
그런가 보다,-1,
늦게 가가지고 못 간 거구만.,-1,
자 가보자.,-1,
노트야,-1,
NS2요 이제 가야 돼요,-1,
보자!,-1,
아니 이러면 어떡하지?,-1,
아이고...,-1,
아니 고의적으로 너가 잡는거 아니라고 야 야 야 야 얘 끌고 갈게 내가 공룡이 내가 끌고 헤드샷 당해서 죽어 염두다!!!,-1,
아니 근데 쓸모있는 사람이 있으면 없는 사람도 있어야 돼,-1,
일렬로 있고 위에서부터 들어가야 될 것 같은데 아니야,-1,
좋아!,-1,
야 살려줘!,-1,
거리를 둬요,-1,
뉴 지식.,-1,
얘들아 이게 침착하면 산다니까 호랑이도 불에 가면 산다잖아,-1,
그냥 뭐지?,-1,
"아니야, 아니야, 어?",-1,
그러면 저 한번 올려주세요,-1,
진짜 다 빨리 깨려고 했는데 니 사과해!,-1,
아 단무지야?,-1,
계속 빨라져요,-1,
같이가 재미 아 불꽃이 못 맞췄어,-1,
우리 분홍오비 드디어 생각이라는 걸 하게 되었어요,-1,
그냥 준 거야,-1,
미쳐!,-1,
고양이를 빼고 고양이를..,-1,
이 자식아!,-1,
아 이거 이거 올까?,-1,
이 바닥은 그냥 그 보호막 같은 거 같은데?,-1,
그렇지 그렇지 그렇지 그렇지 빨리 들어와 빨리 들어와 하하하하하하 자 3학년 2반 자 일단 뭐야,-1,
아니야 아니야 그거..,-1,
"애기야, 그냥 가 죽어.",-1,
진짜로~!,-1,
요 안에 있는 것도 좀 챙기고 여기 뭐 이런 거 있거든요?,-1,
흐 호예 이야 이거다,-1,
해줘 해줘!,-1,
야!!!,-1,
대갈이!,-1,
어 인생의 수치나 인생의 수치야.,-1,
"아, 아까...",-1,
아니 W가 실수를 너무 빨리 하잖아!,-1,
한 번 해야 돼요?,-1,
아 그래요?,-1,
밟으면 우리가 죽을 것 같아!,-1,
"어떻게 먹어요, 이거?",-1,
쟤 뭐해,-1,
앞으로 좀 위험해 주실래요?,-1,
벽에다 해야 돼.,-1,
롤링 썬더로 길어버리네.,-1,
아직 저기 내가 코코넛 따줄게 일로와봐 코코넛 먹자,-1,
나 컷했어.,-1,
그냥 이...,-1,
씨발 쟤네들 뭐야,-1,
공공이치 좋아요,-1,
나와 너.,-1,
아 뜨거워!,-1,
"멈춰, 멈춰, 멈춰, 멈춰.",-1,
늘 따기 분들 왜 그러실까?,-1,
점점점점!,-1,
없어졌던데?,-1,
내가 볼기에는 내 위로 올라와줘 아유 죄송 죄송 나 방벽 처음으로 있었는데 죄송합니다,-1,
아 떨어지면 피다는구나,-1,
석탄이요 석탄.,-1,
어 근데 계단이 안 돼.,-1,
야야 합쳐하자 합쳐하자 선생님 뭐 하시는 거예요,-1,
내가 봤을 때 아니야,-1,
자 3단계 대형을 맞춰서 한번 진행해 보겠습니다,-1,
와 끝!,-1,
"와우, 와우.",-1,
힘 조절이 좀 필요해,-1,
방금 재미있었다.,-1,
"강아지다… ㅇㅇ…""uks fevering pick up TA habenesi angry Mitte 어...",-1,
그니까 스윙은 좀 되게 머라하긴해,-1,
님 안녕하세요?,-1,
놔둬 놔둬 놔둬 비켜 공룡아 비켜 올라가 형 올라가야돼,-1,
루테야 이거 뭔가 이상해,-1,
나 들린다!,-1,
진짜 아 번개가 없겠냐고 번개 하난데 100% 100% 없다고?,-1,
뭐지?,-1,
오라고 오라고 오라고!,-1,
못 올라간다 못 올라간다 못 올라간다,-1,
아휴 씨.,-1,
야 그래도 전거보다 쉽다,-1,
뭔가 올라가시는 방법이 있겠죠?,-1,
"어, 쭉 가봐, 쭉 가봐!",-1,
이런 거 확실하잖아 이 자식들아 디코방에 올려봐 디코방에 올렸다,-1,
이제 흐흐흐흐 하아 드디어 시작이다,-1,
밀어?,-1,
이거 좀 촘촘하게 촘촘하게 세요,-1,
얘들아 꺼져!,-1,
아?,-1,
이거 이걸 제가 막으면 네 미사일만 막아 오히려 님들이 쓸 수가 없어 못 쏴 못 쏴 최알배 앨배가 미안하죠?,-1,
됐쒸.,-1,
저거 뭐야,-1,
난 인정 와 삼식이 불량목이네 지 불량 그냥 쪽쪽 챙기는거 봐,-1,
그냥 정석으로 하자,-1,
각별 제대로 해.,-1,
우와 나 이거 멀리 나갈게 으악!,-1,
야 너 어디 올라올 수 있을거 같애?,-1,
어 덕기한테 말해야 되는 거 아니야?,-1,
그래서 말이 돼야 돼요,-1,
좋아 다리를 누가 위에다가 해놨거든요?,-1,
벌써?,-1,
이것도 난 이걸 왜 걸린지 진짜 이해가 안 가 걸리고 싶어가지고 지금 덕에 저거 빌드업 하는 거야,-1,
살려줘 살려줘!,-1,
초록색 뭔데 여기 여기 그렇지,-1,
너무 빨리 안돼 그만 그만 그만 보라야 보라야 보라야 빨리 와 비켜 덕기야 비켜 덕기 올라가 이제 덕기 올라가 덕기 올라가 공열이가 공열이가 공열이가 먹어 잠시만 잠시만 아 꼈어,-1,
어 안 돼 그 나쁜 거 긁지마,-1,
똑같아 버튼 누르고 해야 돼 버튼 누르고 선영아 어떻게 하는지 알지?,-1,
할아버지 호오오오오옹 날래요?,-1,
왔다.,-1,
잘한다 별거있네 그만해도 되겠는데 너무 싫어하면 그만해도 되겠는데,-1,
하하하하하하하하하 봉쇄죠?,-1,
수고했다,-1,
이 새X 누구야,-1,
우리?,-1,
천천히해 천천히해 천천히해 천천히해,-1,
이거 방패는 꿀 빨고 있어.,-1,
잠들기 잘하는데 던질라고 했는데 승자는 나 혼자면 된다 헤어져 누가 이거 단상으로 올라가서 아 웃음 잘해 야야야 내려와이씨 내려와이씨 내가 사진 찍을거야,-1,
아 아 아 아 입술이 고장났나봐,-1,
그래도 덕혜 공룡이랑 팀하면 아니 왜 지금 진심으로?,-1,
x2 덕기야 눈앞 지켜야 돼,-1,
조금 엄청 아래로 가야 되는 거 아닐까,-1,
그리고 가 가 가 가 내려가 봐,-1,
이쪽 다리에 온다,-1,
제물로 줘 제물로 줘 찾았다,-1,
"우웅, 두 개 있는 사람 눌러!",-1,
거기서 하면 안 되잖아,-1,
고지능 조합 됐다,-1,
이렇게 하고 두 개 더 쌓는 거네 비켜 비켜,-1,
그냥 이루는 그냥 그 소통 이걸로 하자,-1,
너 가서 먹고 와,-1,
온바퀴에 올라온다!,-1,
그걸 어떻게 맞혀?,-1,
That was cos요리 Hi Subscriber 저는 승자입니다!,-1,
나 좀 놔 회색 놔와 주황색 여기 주황색 여기 주황색 여기 아니 보라색은 여기 이대로 빨간색이랑 주황색이가 아 빨 아 주황 아 초록색 빨간색 분홍색 회색 여기로 넘어가세요,-1,
아아아 근데 연우가 처음 여기 꺾을 때 조금만 빨리 꺾어주면 좋을 것 같아,-1,
우와 자 한 번 더 내려가 내려가 야 야 야 각도가 조금 애매했다 저거 안 부서지는 건 조금 이야 그게 안 부서지네,-1,
눈꽃도 3층에 있어,-1,
아래로 두 명만 가야 될 거 같은데?,-1,
됐다.,-1,
그니까.,-1,
장훈이 위로 올라가 너 죽어도 아래 있을거야 멈춰줘야 우리가 죽어도 아래 있을거야,-1,
이제 메인디쉬 들어갑니다,-1,
나 뭐에 찔렸지?,-1,
음!,-1,
진짜야,-1,
그니까 형 아까 해파리 쪽에 열매 있었어,-1,
아니 왜 자꾸 따닥 눌러 간다,-1,
얘들아 미안하다,-1,
"야, 더 밀어, 더 밀어.",-1,
처음에 드롭킹 무조건이야 이거 무조건 무조건 일로와 일로와 일로와 일로와,-1,
무릎 꿇어 이번엔 난 믿는 줄 알아 지미가 어?,-1,
너무 재밌다.,-1,
너 내 자리에서 꺾어.,-1,
이새끼야 니들 일로와,-1,
정원이부터 내릴래?,-1,
간다잇!,-1,
아 근데 진짜 잘한다.,-1,
캐리할 수도 있을 것 같은데 6번이 눈꽃형이거든,-1,
할 수 있을 것 같아요?,-1,
와 말 개 고수다.,-1,
야 돌려.,-1,
자 서댕아 어디가 서댕아 어디가 빨리요!,-1,
아 뭐라고 했어?,-1,
야 따로 해 따로 해.,-1,
자 물 한 잔씩 하세요,-1,
사주!,-1,
어 여기야?,-1,
나 이렇게!,-1,
아니 오줌이 나온다고?,-1,
어떻게 탈까?,-1,
이끼놈들아!,-1,
인생 힘들다,-1,
아 이거 먹이는 기능이 있어요?,-1,
미안하다!,-1,
정원아 있어.,-1,
땅떠먹기 지금 구치형 실망스러워,-1,
왜 쏴!,-1,
근데 왜 저도 그 귀속에 있는데? ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,-1,
내가 아우 아 무서워 안 지켜주잖아 안 지켜주잖아 먼저 공격을 하고 들어가야지,-1,
으으으으으읍!,-1,
"아, 지렸다 지렸다.",-1,
가야 돼요,-1,
비키지 마.,-1,
사과하면 다야?,-1,
저거 뭐야?,-1,
가능성만 몇 번 보는 거야.,-1,
윤형.,-1,
진짜 너무 무서워!,-1,
그리고 여기 파이프 또 있다,-1,
그만 비슷함!,-1,
뭔 말인지 알지?,-1,
진짜 이거 저희 지금 경활임,-1,
그 왔다 갔다 하는 거리가 될 것 같아,-1,
이거 밧줄 타고 내려오세요,-1,
"자, 이제는 밑으로 내려가야 되는...",-1,
미친 불허양 맨날 벗고 있는데.,-1,
할 수 있다!,-1,
으하하하하 땅이 좋아졌어,-1,
"있어, 있어.",-1,
야 콩고야,-1,
보라색 왜 이렇게 많아 보라색 막아야 돼,-1,
아래킬을 만들어줄 걸 그랬네,-1,
치킨이 선두를 차지하는데 아!,-1,
이거!,-1,
살렸습니다.,-1,
너무 열이 받아서 그만.,-1,
정신 차려.,-1,
아니 뭐래.,-1,
대체 6단신에서 얼마나 오래 하는 거야,-1,
야 일단 방패는 뒤로 꺼져봐,-1,
너 맵 알았지?,-1,
"어, 줬더라!",-1,
"합을 봐, 합을.",-1,
아아 아 미안 미안 미안 아냐아냐 이거 삼식이야,-1,
싫어,-1,
자 윤호 손 듭니다,-1,
저거 머쌰였구나.,-1,
제가 이미 W를 누른 상태였어요,-1,
맨 밑에 밀어줘도 삼식이 그냥 떨어져라,-1,
후퇴가 내 위에 타봐 누구 부터 누구 부터 후퇴가 내 위에 타봐 안돼,-1,
그래 밟아봐 밟아봐,-1,
"어, 엉침 어디갔어?",-1,
독 걸린다.,-1,
먼저 보자,-1,
저 가방이 있어서 안 돼요,-1,
안전 좋아 안전 좋아,-1,
확실히 나 약간 뭐랄까 진절머리 난달까?,-1,
흙과 돌.,-1,
아기야?,-1,
아아,-1,
아니 아니 아니 아니 민재야 나만 믿고 넘어가,-1,
저거?,-1,
아래키 아래키가 질레가 없어 내가 아래키 안 만들어줬어,-1,
쓰기 그냥 하는 말이야.,-1,
얘네 열심히 온다 줄에 매달려있는 제끼 저거 저거 애기새끼 저거 애기니까 그렇지,-1,
3단계 에헤스키 어우 야 이거 야 움직이지 마라 잠깐만 자 여기서 그러면 한 칸씩 움직여야겠죠?,-1,
이거 우유가 짱짱 세네.,-1,
이겼다,-1,
아니 짐꾼 지금 밑에 있는데 로프가 1.75m 밖에 안되는데?,-1,
안다 안다 안다,-1,
이제 이제!,-1,
"없어, 없어, 없어.",-1,
questo é um seu objetivo!,-1,
아 잠깐만.,-1,
아니 언니 그냥 떨어져.,-1,
나오세요,-1,
최종 승자는 50점을 먼저 모으는 자 그리고 그때 점수가 가장 낮은 사람이 꼴찌가 될 거야,-1,
모르겠어요.,-1,
진실이야,-1,
다음 스테이지 있는거 아니야?,-1,
위에 올라가서 볼게요,-1,
아 나 스트레스 받아.,-1,
거리를 그만 스톱 이제 가요,-1,
1등으로 들어가야..,-1,
가만히 있으면 찾기 쉬워.,-1,
됐다 그 다음에 위에 올라타 올라타 루테 끌고있어,-1,
어디계세요!,-1,
오 뭐 보인다,-1,
움직이지마!,-1,
춘향이 화이팅 아이고 아이고 내가 어떻게든 해볼게,-1,
아니 깨야지 제가 열쇠 들고 있잖아 고마워 첫번째 겨 안열려?,-1,
어떡하죠?,-1,
내보내!,-1,
준비.,-1,
그런 것도 있어요?,-1,
어 방금 될뻔 했는데 어떻게 한거냐,-1,
그냥 너 가지마 무조건 아래로 갈거야,-1,
아 지나갔어?,-1,
야 애가 살짝 떨어지자 큰일 날 뻔 했네,-1,
따닥 한 번 하자!,-1,
화내지 말 거예요 우리.,-1,
"트워, 트워, 트워.",-1,
무슨 변화가 이러다는 거지?,-1,
가제는 가제는 이것으로 의사소통을 합니다.,-1,
아니 이걸 왜 맞냐?,-1,
아니 이게 토리의 모험이지 아 토리의 모험 아아 늦었다!,-1,
너무 무서웠어,-1,
우리 어디서 시작하냐?,-1,
아 여기는 어려워 미끄럽네 좋아 힘내 화이팅 화이팅 화이팅 능숙하다,-1,
공중부양.,-1,
"여기는 그냥 하나, 둘, 셋 하면 뛰자!",-1,
그 다음 칸도!,-1,
형 진짜 손 많이 간다.,-1,
다같이 타야돼,-1,
와 이거 영식이랑 나랑 해야되네,-1,
밀어 밀어 밀어 다 밀어 다 밀어 하고 와야돼,-1,
이거 가져와야 돼,-1,
나는 동갑이랑 똑같잖아,-1,
힘들다.,-1,
뭣도 모르고 방금 도착해.,-1,
나는 받아서는 못 봤어.,-1,
가만히 있었는데!,-1,
공룡만 밟는데?,-1,
다행이다,-1,
아우!,-1,
그래야지 넘어갈 수가 있어요,-1,
아 됐다 내가 가서 열쇠 꽂아놓을게,-1,
"야, 고마워.",-1,
손에 땀을 주게 만드는군요,-1,
아 보라색 개불쌍하네.,-1,
지금..,-1,
루테야 저 한 줄까지 너 써도 돼?,-1,
나와.,-1,
회색 회색 살려야 돼,-1,
"아이고, 문 안 열리나...",-1,
그렇게 말씀하시면 몸둘바를 모르겠...,-1,
내가 누른거야?,-1,
"됐어, 됐어!",-1,
주현아 어 형준아 너 어디왔어,-1,
"스피드런이야, 스피드런.",-1,
대박!,-1,
자 간다?,-1,
어 왜 살아났지,-1,
보기 좋아 보기 좋아?,-1,
나도 찾았어.,-1,
핵폭탄이 중요한 거야.,-1,
아니 안 쏘져요.,-1,
아니 니한테 쏴,-1,
마음이 급해 어허 뭐랄까 어?,-1,
"아니, 무기 드니까 형이라 그러네!",-1,
저기는 바로바로 해야 돼.,-1,
나머지 알아서 해.,-1,
여기 아 나 렉걸려,-1,
에엑!,-1,
빨간색 출발 그렇지 그렇지 그렇지 자 다음 아 이거 끌어주자,-1,
"아이고, 나.",-1,
진짜 죽어도 아래 있을거야 멈춰 양띵 당첨 양띵 세번째 할거야?,-1,
"내 더 80, 70인데.",-1,
보여준다,-1,
도끼의 문제가 아니었던 것 같은데?,-1,
뒤에가 못 움직여 아니야 앞에 움직여도 돼,-1,
쫄보마냥 씨발 놈들 이거야,-1,
아아아아아아아아 하아아아 도원씨 아쉬웠어요?,-1,
"정말 고마웠어, 디노야.",-1,
나 하나밖에 안 넣었잖아,-1,
59초 버티면 돼!,-1,
아니 왜 자꾸 아니 이렇게 이렇게 가면 된다니까 이렇게 가는 거잖아,-1,
어??,-1,
와야 돼 상우야?,-1,
바로 갈게요,-1,
김치 4개는 윤료 4명.,-1,
이 ㅅㅂ 잡았다,-1,
우리가 진짜 개초딩인 게 초등학생 마냥 오줌 나왔다고 X나온대.,-1,
앞으로 가주자,-1,
아하하하하 해보자 해보자 해보자,-1,
이 새끼는 올라오지도 못해.,-1,
짧게 톡 웅 기우자 잘가 웅 윤녀 잘가,-1,
또 이종 나랑 삼색이다,-1,
나 근데 8초인데?,-1,
"3개, 3개.",-1,
퍼플 너블.,-1,
x2 그 다음에 나 뒤로?,-1,
"닭대가리야, 밑에 있잖아.",-1,
이 새끼가 그냥 치킨이 선두?,-1,
"총이 이렇게, 너무 가까이 붙으면.",-1,
이거 어떻게 뱉어?,-1,
아 나 운 좋아.,-1,
양띵 누군지 양띵 누군지 자 하나 둘 셋 뜯어 뜯어 뜯어 뜯어 아니 아니 미친놈 이거 이거 이겨?,-1,
왜 빨리빨리 안 가냐,-1,
넘어갈 때 머리 안 붙이겠어.,-1,
아가라세요,-1,
"저저저저저저저저 가방 메고 가요, 가방.",-1,
주의!,-1,
뭐가?,-1,
어 어 뭐야,-1,
누나 저거 못 먹었어요,-1,
이제 3개야.,-1,
"한 명, 한 명.",-1,
마마 잘하다!,-1,
"그러니까 존, 이렇게 되면 위험해져.",-1,
아 아 아 초건가 보다,-1,
난 안 내릴 거야.,-1,
너 어 송구야,-1,
간다 간다 간다 어 저거 막아야돼,-1,
여러분들 제가 답답한 척 안 할게요.,-1,
올라와!,-1,
여기서 공중에서 날아다니는 자전거입니다.,-1,
이겼다!,-1,
제가 보여드릴게요.,-1,
그리고 위에서 내려오고 너 못와?,-1,
중량아 너도 와야 돼.,-1,
야 이거 잠깐만 되나 안 되나 보고 올게 분홍이 가만히 있어 잠깐만 이거 될 것 같은데 이거 분홍이가 못할 것 같은데 야 분홍아 이거 있잖아,-1,
잠깐만 조졌다,-1,
이거를 지금 쓰지 말고 그냥 우리끼리 올라가서 살리는 게 나을 수도 있어.,-1,
네가 해줘 나 자신이 없었어,-1,
갈게요!,-1,
공중에서 스페이스를 누르면 벽을 잡는다.,-1,
팽이버섯이 아닌데 이거는?,-1,
과연 한 레게노와 누구야!,-1,
아 조건을 모르겠네,-1,
"오, 좋았네.",-1,
동양이네!,-1,
"하지 마, 하지 마, 하지 마.",-1,
나 아직도 아파 솔직히 내가 마지막인데 방금 누가 마지막에 놀랐나?,-1,
내 주먹으로!,-1,
로우 할배가 아니라 왜 그래,-1,
요시!,-1,
너무 어려운데?,-1,
어르신 어디가요?,-1,
어어 어 안 자지?,-1,
나 먼저 갈게,-1,
마지막...,-1,
"잘한다, 잘한다.",-1,
어 야 이거 버스 가능이네,-1,
"잡아, 내 손 잡아.",-1,
저희 올라가야 돼요,-1,
히이 같은 게임 자 나 태우고 해봐,-1,
어떤 놈이야,-1,
건드리면 노매너 건드리면 노매너 너 선글라스 걸고 있는데?,-1,
왜 저래,-1,
얘..,-1,
개쩐다,-1,
오우 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 마이소!!!,-1,
민체도 민체도!,-1,
간다?,-1,
아잉깐!,-1,
레이디 어디있나 뒤질라고 에이 베 베 베 문 열어 이씨 문 열라고?,-1,
뭐가 들리는데?,-1,
뭘!,-1,
두 번!,-1,
다 준거야?,-1,
예 깔깔마녀예요?,-1,
우주와마 0점!,-1,
바보야,-1,
아 순간 헷갈려가지고 스페이스만 누르 아 저 왜 그래요!,-1,
하필이면 저 지렁이 색깔도 콩콩 색깔이야,-1,
여기는 이게 딱 밟아봐봐.,-1,
다 써버려!,-1,
자 비켜주세요.,-1,
"나 자신 있어, 비껴.",-1,
3 2 1 으악 으악 나도 불안했어,-1,
네 수고하셨습니다,-1,
"쉽지 않아, 그거.",-1,
이거 리얼 진짜로 땅의 마지막이 진짜 발발 하자 일부 마지막 이란 듯 아 뭐 왜 이렇게 오는거 아니야,-1,
너무 잘해 천천히 가 한 분에게만 얘기해야지,-1,
권력라면!,-1,
이거 뭐지?,-1,
나 그 이즈를 아 뭐야,-1,
열쇠 잃어버려 열렸잖아,-1,
1987?,-1,
야 저기 좀 지원 좀 해야겠어,-1,
아 어떻게 들어간 거야?,-1,
이거는 너가 상관없다고 해서 눌렀잖아!,-1,
꺼져라.,-1,
제발 노랑아!,-1,
"두 명만 올라, 아이 잠깐만 두 명만 올라가야 두 명씩 올라가는건가?",-1,
야 그래도 메트로 게임 8라운드 재밌네,-1,
아 이겼다,-1,
"가만히 있다가, 가만히 있다가.",-1,
너무 급해,-1,
세탁하지 마요!,-1,
씩 해가지고 좀 이따가 투표해가지고 강퇴할 거야,-1,
헤!,-1,
빨리요!,-1,
"야, 장호님 왜 내 자리에 오냐?",-1,
됐다,-1,
천천히 그냥 천천히 가 아쉽게 선발대 선발대 콩콩 겁없는 사람 특 제일 앞에 있음,-1,
이거 내가 다 했다.,-1,
내렸다.,-1,
아니 이거는 지금 알아서 피해야 된다,-1,
밟으면 죽지 않았어?,-1,
"다춘 버려, 다춘 버려!",-1,
빨리 가!,-1,
법방 시위?,-1,
디!,-1,
잘 있어,-1,
어 나 진짜 어지러 현기증 나,-1,
누르고 와가지고 먹는 거네.,-1,
각별!,-1,
먼저 레이드 퍼스트 레이디 레이디 레이디 퍼스트 아니 문 닫았네,-1,
맞아,-1,
어떻게 잡아 손 오 됐다,-1,
으음 너무 싫어?,-1,
그런 거 한 번도 안 해봤어,-1,
네 좋아요.,-1,
이대로 둬봐,-1,
2!,-1,
확률이 12분의 1 아니야?,-1,
던져버려 던져버려 안돼 이 화살 뭐해요,-1,
한번 반응 해야 할 것 하아옹 위전- 위전 하아옹!!!!,-1,
에헤이.,-1,
다 가면 안 돼 고생해 많이 써주시고 아 이거 계속 밟아주고 올라가야 되는데 다 가면 안 돼,-1,
아 그거네,-1,
"와 진짜 롤 못하는 애들이 저거 개짓받는다 음료수 나눠먹기, 벌칙 음료 이런거 아니 성격이 왜이렇게 급하냐?",-1,
전화발발 소리 어,-1,
패크 봐,-1,
내가 이럴 줄 알았어,-1,
"그럼 앞에 있는 새끼 없애줘요, 씨발.",-1,
공대장님 저 사람 잘라요!,-1,
하지 말아주겠습니다,-1,
"에헤이, 도원 씨!",-1,
자 지금 누가 제일 높죠,-1,
너희들이 선택한 피쿠파크다.,-1,
저거,-1,
"몇 장 있는데, 손에 몇 장 있잖아.",-1,
저는 미니 콩콩이에요,-1,
그렇죠,-1,
여기...,-1,
야 아까 하도 오래해서 렉걸렸나봐,-1,
하하하하하하하 왔는데 became a 하하하하하하하 아 그러네,-1,
쓰읍 후우우 에너지가 한 3분의 1밖에 없어요,-1,
구동이 귀 쓸린거 같은데?,-1,
"이거 제가 가고, 다음 오고.",-1,
"근데 인간적으로 너무 별로잖아,",-1,
나인데?,-1,
건너가야 돼,-1,
아 내가 가서 올려주면 되는구나,-1,
이거 할 건데 이렇게 하자 레게노랑 나랑은 그냥 바로 시작하자마자 우리 거 누르고 나머지는 알아서 하세요,-1,
너 거기서 살아야 돼.,-1,
나다 싶으면 나다 싶으면 일단 뒤로 가,-1,
나 제발 끌어줘,-1,
이거 어떻게 바꿔?,-1,
으아아아아아!,-1,
왜냐면 내 마이크 계속 씹힌다야 짝!,-1,
아니 원스...,-1,
"아니야, 아니야, 아니야, 아니야, 아니야.",-1,
아니 저거랑 고릴라 분말이 들어가있어 아아아아아아 야 죽여 다 죽여!,-1,
클리어!,-1,
내 말리 많아,-1,
아 않네,-1,
잘 해야 돼!,-1,
너도 해 따라해,-1,
